1-2||Loic Lefevre|1|26|23|88.5|0|5.7|Colorado|col|18517170|60||tor|19.02.2012
1-2||Jonatán Pichlač|1|29|25|86.2|0|5.2|Toronto|tor|16825202|60||tor|19.02.2012
1-2||Loic Lefevre|1|46|44|95.7|0|7.5|Colorado|col|18517170|60||tor|18.02.2012
1-2||Jonatán Pichlač|1|57|56|98.2|0|8.9|Toronto|tor|16825202|60||tor|18.02.2012
1-1||David Hron|1|26|23|88.5|0|5.5|Carolina|car|27678847|60||tor|12.02.2012
1-1||Reinis Baltrausis|1|30|27|90|0|5.7|St. Louis|stl|20210989|60||col|12.02.2012
1-2||Jonatán Pichlač|1|44|42|95.5|0|7.5|Toronto|tor|16825202|60||col|12.02.2012
1-2||Loic Lefevre|1|34|32|94.1|0|6.6|Colorado|col|18517170|60||stl|12.02.2012
1-2||Marin Bakalov|1|24|22|91.7|0|5.6|Carolina|car|19339743|60||tor|11.02.2012
1-2||Loic Lefevre|1|16|15|93.8|0|5.2|Colorado|col|18517170|60||stl|11.02.2012
1-2||Jonatán Pichlač|1|26|25|96.2|0|6.2|Toronto|tor|16825202|60||stl|11.02.2012
1-1||Reinis Baltrausis|1|45|40|88.9|0|6.6|St. Louis|stl|20210989|60||col|11.02.2012
1-1||David Hron|1|13|11|84.6|0|4.6|Carolina|car|27678847|60||was|05.02.2012
1-2||Michel Meili|1|18|15|83.3|0|4.6|Winnipeg|wpg|17152958|32.4666666667||tor|05.02.2012
2-2||Rasmus Melin|1|16|15|93.8|0|5.0|Winnipeg|wpg|17147712|27.5333333333||tor|05.02.2012
1-2||Loic Lefevre|1|28|27|96.4|0|6.3|Colorado|col|18517170|60||chi|05.02.2012
1-2||Stan Lackovič|1|8|6|75|0|4.2|San Jose|sjs|23457558|11.4666666667||stl|05.02.2012
2-2||Patrick Zentriegen|1|29|25|86.2|0|5.5|San Jose|sjs|14045151|48.5333333333||stl|05.02.2012
1-2||Otto Tommila|1|9|5|55.6|0|3.5|Washington|was|18265448|23.6333333333||car|05.02.2012
2-2||Rafael Zahnd|1|20|12|60|0|3.2|Washington|was|26905564|36.3666666667||car|05.02.2012
1-2||Jonatán Pichlač|1|39|36|92.3|0|6.8|Toronto|tor|16825202|60||car|05.02.2012
1-2||Hans-Erik Nørgaard|1|41|38|92.7|0|6.7|Chicago|chi|21156671|60||col|05.02.2012
1-1||Rudolf Karáč|1|29|18|62.1|0|3.4|St. Louis|stl|28497984|60||sjs|05.02.2012
1-2||Marin Bakalov|1|19|19|100|1|5.9|Carolina|car|19339743|60||was|04.02.2012
1-2||Michel Meili|1|34|31|91.2|0|6.1|Winnipeg|wpg|17152958|60||tor|04.02.2012
1-2||Loic Lefevre|1|21|19|90.5|0|5.3|Colorado|col|18517170|60||chi|04.02.2012
1-1||Reinis Baltrausis|1|21|19|90.5|0|5.3|St. Louis|stl|20210989|60||sjs|04.02.2012
1-2||Otto Tommila|1|16|10|62.5|0|3.7|Washington|was|18265448|34.9833333333||car|04.02.2012
2-2||Rafael Zahnd|1|10|9|90|0|4.5|Washington|was|26905564|25.0166666667||car|04.02.2012
1-2||Jonatán Pichlač|1|26|25|96.2|0|6.0|Toronto|tor|16825202|60||car|04.02.2012
1-2||Hans-Erik Nørgaard|1|50|49|98|0|8.3|Chicago|chi|21156671|60||col|04.02.2012
1-2||Stan Lackovič|1|2|0|0|0|3.6|San Jose|sjs|23457558|1.8||stl|04.02.2012
2-2||Patrick Zentriegen|1|35|29|82.9|0|5.4|San Jose|sjs|14045151|58.2||stl|04.02.2012
1-2||Jocelyn Thibault|1|32|27|84.4|0|5.3|Pittsburgh|pit|22385348|39.3833333333||car|29.01.2012
2-2||Jaroslav Halák|1|20|18|90|0|5.2|Pittsburgh|pit|24109404|20.6166666667||car|29.01.2012
1-2||Lukáš Mašek|1|31|28|90.3|0|5.9|Montreal|mtl|20418978|60||tor|29.01.2012
1-2||Otto Tommila|1|17|16|94.1|0|5.2|Washington|was|18265448|60||nyi|29.01.2012
1-2||Michel Meili|1|21|20|95.2|0|5.8|Winnipeg|wpg|17152958|60||fla|29.01.2012
1-2||Loic Lefevre|1|14|12|85.7|0|4.9|Colorado|col|18517170|60||phx|29.01.2012
1-2||Vincenzo Benini|1|22|20|90.9|0|5.2|Detroit|det|18159167|60||stl|29.01.2012
1-2||Stan Lackovič|1|18|17|94.4|0|5.4|San Jose|sjs|23457558|60||lak|29.01.2012
1-1||Hugo Kukučiak|1|21|19|90.5|0|5.3|Minnesota|min|21342258|60||chi|29.01.2012
1-2||Marin Bakalov|1|11|10|90.9|0|4.7|Carolina|car|19339743|60||pit|29.01.2012
1-2||Jonatán Pichlač|1|25|23|92|0|5.7|Toronto|tor|16825202|60||pit|29.01.2012
1-2||Blahoslav Adamec|1|27|25|92.6|0|5.8|NY Islanders|nyi|16873338|60||was|29.01.2012
1-2||Vavrinec Figura|1|40|35|87.5|0|5.9|Florida|fla|15587700|60||wpg|29.01.2012
1-2||Valio Wendelin|1|33|27|81.8|0|5.2|Phoenix|phx|27529605|60||col|29.01.2012
1-1||Reinis Baltrausis|1|27|27|100|1|6.5|St. Louis|stl|20210989|60||det|29.01.2012
1-2||Adam Miček|1|33|26|78.8|0|4.8|LA Kings|lak|26049920|60||sjs|29.01.2012
1-2||Hans-Erik Nørgaard|1|43|42|97.7|0|7.6|Chicago|chi|21156671|60||min|29.01.2012
1-2||Marin Bakalov|1|19|16|84.2|0|5.0|Carolina|car|19339743|60||pit|28.01.2012
1-2||Jonatán Pichlač|1|21|20|95.2|0|5.7|Toronto|tor|16825202|60||pit|28.01.2012
1-2||Blahoslav Adamec|1|37|31|83.8|0|5.5|NY Islanders|nyi|16873338|60||was|28.01.2012
1-2||Vavrinec Figura|1|35|33|94.3|0|6.6|Florida|fla|15587700|60||wpg|28.01.2012
1-2||Loic Lefevre|1|20|18|90|0|5.2|Colorado|col|18517170|60||phx|28.01.2012
1-1||Reinis Baltrausis|1|36|34|94.4|0|6.7|St. Louis|stl|20210989|60||det|28.01.2012
1-2||Stan Lackovič|1|12|10|83.3|0|4.3|San Jose|sjs|23457558|26.0333333333||lak|28.01.2012
