ana|-43|0|273|427|-154|7.69|85.01|4.92|45.87|3|2|0|5|9|76|11.84|9|53|83.02|-------------|21|64|289|630|13|pacific|
wpg|66|3|496|245|251|18.15|90.20|1.85|59.11|17|10|4|1|27|68|39.71|8|55|85.45|-------------|90|24|451|763|13|southeast|
bos|9|3|328|353|-25|13.72|89.80|2.77|54.25|11|8|6|1|10|56|17.86|10|76|86.84|-------------|45|36|389|717|13|northeast|
buf|-12|2|307|352|-45|9.12|88.64|3.08|54.67|4|5|2|4|6|73|8.22|4|46|91.30|-------------|28|40|351|642|13|northeast|
cgy|-10|2|355|384|-29|6.20|91.67|2.46|50.52|6|1|1|0|6|55|10.91|8|59|86.44|-------------|22|32|341|675|13|northwest|
car|57|1|468|246|222|18.16|88.62|2.15|56.54|19|17|1|2|23|60|38.33|8|59|86.44|-------------|85|28|337|596|13|southeast|
chi|27|1|427|290|137|13.11|90.00|2.23|55.13|11|2|3|0|11|53|20.75|12|72|83.33|-------------|56|29|392|711|13|central|
col|75|8|523|213|310|16.63|94.37|0.92|60.06|30|13|1|1|31|97|31.96|2|46|95.65|-------------|87|12|427|711|13|northwest|
cbj|-25|1|353|373|-20|9.92|83.91|4.62|50.21|8|6|1|1|3|63|4.76|13|54|75.93|-------------|35|60|364|725|13|central|
dal|-47|1|257|462|-205|5.06|87.01|4.62|36.09|0|1|1|2|3|52|5.77|24|90|73.33|-------------|13|60|240|665|13|pacific|
det|13|1|422|311|111|17.30|80.71|4.62|53.58|18|8|2|1|20|56|35.71|23|74|68.92|-------------|73|60|352|657|13|central|
edm|-31|0|351|413|-62|6.55|86.92|4.15|46.80|4|0|1|4|9|72|12.50|12|47|74.47|-------------|23|54|329|703|13|northwest|
fla|35|6|440|303|137|13.18|92.41|1.77|52.33|20|10|5|0|13|51|25.49|10|60|83.33|-------------|58|23|360|688|13|southeast|
lak|-4|1|395|392|3|8.86|90.05|3.00|52.27|9|7|2|2|10|69|14.49|10|51|80.39|-------------|35|39|311|595|13|pacific|
min|66|6|487|224|263|17.25|91.96|1.38|54.63|20|14|4|0|19|70|27.14|10|68|85.29|-------------|84|18|348|637|13|northwest|
mtl|1|2|415|303|112|7.95|89.44|2.46|51.97|2|4|2|5|4|58|6.90|6|52|88.46|-------------|33|32|369|710|13|northeast|
nas|-9|1|351|400|-49|11.40|87.75|3.77|48.63|14|3|2|1|15|64|23.44|15|80|81.25|-------------|40|49|336|691|13|central|
njd|-74|1|245|513|-268|4.90|83.24|6.62|40.36|1|2|0|6|6|60|10.00|24|64|62.50|-------------|12|86|249|617|13|atlantic|
ott|-70|0|215|486|-271|4.19|83.74|6.08|36.92|0|3|0|5|2|70|2.86|15|49|69.39|-------------|9|79|240|650|13|atlantic|
phi|-79|0|138|617|-479|3.62|86.39|6.46|32.80|0|0|0|1|2|41|4.88|26|85|69.41|-------------|5|84|206|628|13|atlantic|
phx|3|4|355|361|-6|11.55|89.47|2.92|46.54|8|8|1|2|11|55|20.00|11|71|84.51|-------------|41|38|336|722|13|northeast|
pit|-15|2|353|404|-51|7.93|89.36|3.31|53.19|3|3|4|1|7|48|14.58|12|54|77.78|-------------|28|43|325|611|13|atlantic|
nyi|-7|2|331|377|-46|11.48|88.06|3.46|50.00|10|6|2|0|9|51|17.65|17|80|78.75|-------------|38|45|368|736|13|pacific|
nyr|-25|1|359|408|-49|10.58|84.56|4.85|50.76|8|2|2|3|7|61|11.48|18|61|70.49|-------------|38|63|368|725|13|atlantic|
sjs|40|3|404|291|113|17.57|89.35|2.38|51.09|22|10|2|1|19|63|30.16|7|59|88.14|-------------|71|31|352|689|13|pacific|
stl|52|4|440|296|144|16.36|93.24|1.54|57.52|19|10|1|0|26|73|35.62|4|51|92.16|-------------|72|20|371|645|13|central|
tbl|-19|1|309|359|-50|12.62|83.84|4.46|50.29|11|10|0|4|14|72|19.44|11|62|82.26|-------------|39|58|341|678|13|southeast|
tor|39|7|397|288|109|13.35|95.14|1.08|54.43|7|8|2|0|14|76|18.42|1|56|98.21|-------------|53|14|381|700|13|northeast|
van|-17|1|332|415|-83|9.64|88.19|3.77|45.03|1|7|2|1|8|52|15.38|12|71|83.10|-------------|32|49|299|664|13|northwest|
was|4|2|316|336|-20|10.76|91.07|2.31|45.15|1|5|2|2|6|55|10.91|8|65|87.69|-------------|34|30|293|649|13|southeast|

