ana|41|4|480|235|245|13.75|89.36|1.92|62.21|26|8|1|1|16|83|19.28|7|39|82.05|-------------|66|25|433|696|13|pacific|
atl|62|5|507|225|282|14.79|94.22|1.00|60.81|21|9|9|1|15|55|27.27|4|54|92.59|-------------|75|13|405|666|13|southeast|
bos|-23|1|302|416|-114|11.26|86.30|4.38|52.03|5|4|1|2|14|64|21.88|9|64|85.94|-------------|34|57|359|690|13|northeast|
buf|-41|1|285|473|-188|6.67|87.32|4.62|47.19|11|3|0|1|3|57|5.26|18|49|63.27|-------------|19|60|353|748|13|northeast|
cgy|-40|1|261|467|-206|4.98|88.65|4.08|41.57|2|1|0|0|7|47|14.89|12|69|82.61|-------------|13|53|286|688|13|northwest|
car|71|5|569|222|347|16.70|89.19|1.85|62.44|35|9|8|2|18|69|26.09|10|73|86.30|-------------|95|24|404|647|13|southeast|
chi|29|6|452|321|131|13.50|90.03|2.46|58.60|23|9|3|1|13|63|20.63|9|56|83.93|-------------|61|32|361|616|13|central|
col|80|7|521|209|312|16.89|96.17|0.62|60.39|39|12|1|0|24|70|34.29|4|56|92.86|-------------|88|8|430|712|13|northwest|
cbj|-65|1|289|497|-208|5.88|83.50|6.31|44.12|3|1|1|4|3|49|6.12|24|69|65.22|-------------|17|82|319|723|13|central|
dal|-40|1|313|404|-91|7.35|84.41|4.85|38.79|3|3|2|0|5|44|11.36|18|83|78.31|-------------|23|63|263|678|13|pacific|
det|46|3|464|308|156|16.16|90.58|2.23|52.65|22|10|2|2|9|66|13.64|9|47|80.85|-------------|75|29|358|680|13|central|
edm|-25|1|367|388|-21|7.36|86.60|4.00|45.52|3|3|0|2|9|56|16.07|16|68|76.47|-------------|27|52|310|681|13|northwest|
fla|58|6|502|233|269|14.74|93.13|1.23|56.63|29|6|5|0|17|54|31.48|3|68|95.59|-------------|74|16|376|664|13|southeast|
lak|-26|2|304|407|-103|9.21|86.73|4.15|51.03|5|7|1|1|9|73|12.33|13|51|74.51|-------------|28|54|346|678|13|pacific|
min|28|4|420|293|127|12.62|91.47|1.92|42.29|14|11|0|1|11|52|21.15|6|58|89.66|-------------|53|25|296|700|13|northwest|
mtl|25|3|416|295|121|12.02|91.53|1.92|54.82|16|7|0|1|8|59|13.56|6|49|87.76|-------------|50|25|358|653|13|northeast|
nas|-1|3|359|383|-24|9.19|91.12|2.62|48.96|8|3|2|2|6|65|9.23|12|65|81.54|-------------|33|34|331|676|13|central|
njd|33|5|442|271|171|12.90|91.14|1.85|49.55|22|4|0|0|21|80|26.25|7|47|85.11|-------------|57|24|331|668|13|atlantic|
ott|-52|1|241|474|-233|6.64|85.65|5.23|39.60|7|2|0|5|4|50|8.00|20|79|74.68|-------------|16|68|257|649|13|atlantic|
phi|13|6|428|293|135|9.81|90.10|2.23|53.31|9|8|3|0|11|56|19.64|6|56|89.29|-------------|42|29|370|694|13|atlantic|
phx|-69|0|232|476|-244|2.59|84.24|5.77|41.57|0|1|1|4|0|58|0.00|18|70|74.29|-------------|6|75|301|724|13|northeast|
pit|9|5|349|370|-21|10.89|92.16|2.23|51.65|11|5|1|1|9|51|17.65|11|63|82.54|-------------|38|29|344|666|13|atlantic|
nyi|2|4|398|347|51|10.05|89.05|2.92|55.34|7|8|4|1|6|36|16.67|9|67|86.57|-------------|40|38|399|721|13|pacific|
nyr|-54|1|202|535|-333|5.94|87.66|5.08|38.15|0|1|0|2|5|53|9.43|12|63|80.95|-------------|12|66|248|650|13|atlantic|
sjs|33|4|407|289|118|15.23|89.97|2.23|55.25|27|8|2|1|24|67|35.82|9|51|82.35|-------------|62|29|358|648|13|pacific|
stl|65|2|455|274|181|19.34|91.61|1.77|55.91|26|9|1|0|37|88|42.05|3|36|91.67|-------------|88|23|388|694|13|central|
tbl|-85|0|204|547|-343|3.92|83.00|7.15|34.98|0|1|0|11|2|60|3.33|20|61|67.21|-------------|8|93|248|709|13|southeast|
tor|35|6|448|274|174|11.38|94.16|1.23|57.06|11|11|1|0|8|60|13.33|7|50|86.00|-------------|51|16|384|673|13|northeast|
van|-18|3|222|506|-284|9.46|92.29|3.00|50.23|8|4|2|0|5|55|9.09|8|62|87.10|-------------|21|39|331|659|13|northwest|
was|-91|0|187|594|-407|4.81|83.16|7.69|39.97|0|1|0|5|6|53|11.32|15|70|78.57|-------------|9|100|285|713|13|southeast|

