ana|-26|2|292|388|-96|16.10|81.19|5.62|44.56|17|8|0|2|13|65|20.00|12|50|76.00|-------------|47|73|303|680|13|pacific|
wpg|70|6|529|229|300|16.07|93.45|1.15|64.49|22|9|6|1|26|77|33.77|7|52|86.54|-------------|85|15|465|721|13|southeast|
bos|-40|0|291|447|-156|9.62|84.79|5.23|57.06|7|3|2|3|6|53|11.32|15|57|73.68|-------------|28|68|404|708|13|northeast|
buf|19|3|366|361|5|13.66|91.41|2.38|59.22|15|5|0|3|14|69|20.29|8|50|84.00|-------------|50|31|366|618|13|northeast|
cgy|-39|1|231|405|-174|7.36|86.17|4.67|46.69|2|5|1|3|1|36|2.78|21|83|74.70|-------------|17|56|310|664|12|northwest|
car|59|5|452|213|239|18.58|88.26|2.08|59.41|41|10|3|3|21|59|35.59|5|56|91.07|-------------|84|25|363|611|12|southeast|
chi|34|5|405|317|88|13.83|93.06|1.69|51.23|9|10|4|0|11|56|19.64|6|62|90.32|-------------|56|22|334|652|13|central|
col|86|6|573|213|360|17.98|92.02|1.31|62.46|34|15|1|0|28|89|31.46|8|40|80.00|-------------|103|17|406|650|13|northwest|
cbj|-29|2|385|361|24|5.19|86.43|3.77|50.83|3|7|0|2|6|63|9.52|11|49|77.55|-------------|20|49|335|659|13|central|
dal|-17|1|313|422|-109|8.95|89.34|3.46|37.66|5|5|3|1|7|46|15.22|20|88|77.27|-------------|28|45|232|616|13|pacific|
det|29|3|418|335|83|13.40|91.94|2.08|45.68|22|9|1|0|14|62|22.58|4|62|93.55|-------------|56|27|344|753|13|central|
edm|-73|0|265|442|-177|5.28|80.32|6.69|42.19|4|1|2|2|3|57|5.26|18|52|65.38|-------------|14|87|278|659|13|northwest|
fla|79|4|486|253|233|20.58|91.70|1.62|59.22|31|17|6|0|23|67|34.33|9|72|87.50|-------------|100|21|363|613|13|southeast|
lak|-4|2|377|362|15|11.67|86.74|3.69|51.72|11|5|1|5|11|97|11.34|7|40|82.50|-------------|44|48|375|725|13|pacific|
min|33|5|368|309|59|15.22|92.56|1.77|40.78|14|10|2|0|11|42|26.19|9|65|86.15|-------------|56|23|283|694|13|northwest|
mtl|-14|2|375|370|5|8.80|87.30|3.62|47.63|4|1|1|3|7|62|11.29|8|53|84.91|-------------|33|47|321|674|13|northeast|
nas|27|4|397|343|54|13.35|92.42|2.00|51.33|15|10|3|1|14|47|29.79|8|66|87.88|-------------|53|26|327|637|13|central|
njd|-82|3|198|491|-293|11.62|78.62|8.08|40.39|9|3|2|3|3|33|9.09|27|86|68.60|-------------|23|105|248|614|13|atlantic|
ott|-100|0|165|576|-411|1.82|82.12|7.92|26.11|0|0|0|4|0|49|0.00|22|75|70.67|-------------|3|103|164|628|13|atlantic|
phi|27|2|454|283|171|10.57|92.58|1.62|55.62|3|9|3|1|15|75|20.00|9|60|85.00|-------------|48|21|391|703|13|atlantic|
phx|-39|1|256|449|-193|7.42|87.08|4.46|39.97|2|2|2|6|10|67|14.93|14|69|79.71|-------------|19|58|277|693|13|northeast|
pit|-12|1|367|353|14|11.17|84.99|4.08|52.53|6|6|5|1|5|49|10.20|20|70|71.43|-------------|41|53|364|693|13|atlantic|
nyi|32|5|478|246|232|11.09|91.46|1.62|51.50|10|14|3|2|13|62|20.97|6|61|90.16|-------------|53|21|395|767|13|pacific|
nyr|-22|3|305|426|-121|10.82|87.09|4.23|47.26|3|3|0|2|13|57|22.81|6|62|90.32|-------------|33|55|319|675|13|atlantic|
sjs|69|3|475|284|191|19.16|92.25|1.69|59.38|26|11|4|1|23|64|35.94|7|58|87.93|-------------|91|22|421|709|13|pacific|
stl|53|4|464|308|156|16.38|92.53|1.77|57.03|28|10|2|1|25|68|36.76|5|62|91.94|-------------|76|23|377|661|13|central|
tbl|-79|1|187|547|-360|4.81|83.91|6.77|38.99|2|2|0|9|6|69|8.70|19|52|63.46|-------------|9|88|285|731|13|southeast|
tor|56|7|502|243|259|13.35|95.47|0.85|60.36|14|7|4|0|11|77|14.29|3|47|93.62|-------------|67|11|402|666|13|northeast|
van|-60|1|235|525|-290|6.81|85.52|5.85|48.89|1|3|0|1|4|38|10.53|19|69|72.46|-------------|16|76|331|677|13|northwest|
was|-37|1|324|432|-108|9.26|84.49|5.15|48.82|3|6|2|3|6|70|8.57|17|57|70.18|-------------|30|67|311|637|13|southeast|

