ana|53|4|505|239|266|14.06|92.47|1.38|56.61|14|6|4|2|17|78|21.79|5|44|88.64|-------------|71|18|377|666|13|pacific|
atl|63|5|500|213|287|16.40|91.08|1.46|62.13|29|13|1|0|22|75|29.33|8|51|84.31|-------------|82|19|397|639|13|southeast|
bos|-43|0|320|400|-80|6.25|84.25|4.85|54.43|3|0|0|2|7|58|12.07|11|54|79.63|-------------|20|63|356|654|13|northeast|
buf|38|4|391|340|51|16.88|91.76|2.15|54.07|21|9|2|2|10|61|16.39|6|53|88.68|-------------|66|28|399|738|13|northeast|
cgy|-75|1|167|546|-379|1.80|85.71|6.00|36.44|0|0|0|2|2|56|3.57|18|71|74.65|-------------|3|78|231|634|13|northwest|
car|50|7|447|245|202|16.33|90.61|1.92|58.89|28|6|3|0|16|49|32.65|3|57|94.74|-------------|73|23|371|630|12|southeast|
chi|35|3|423|317|106|15.84|89.91|2.46|55.99|17|1|3|1|15|58|25.86|8|63|87.30|-------------|67|32|360|643|13|central|
col|46|4|485|217|268|13.20|91.71|1.38|60.07|20|7|0|0|19|96|19.79|5|28|82.14|-------------|64|18|367|611|13|northwest|
cbj|27|4|443|294|149|13.32|89.12|2.46|53.75|17|7|2|0|16|75|21.33|9|48|81.25|-------------|59|32|380|707|13|central|
dal|-4|2|341|372|-31|10.85|88.98|3.15|42.44|5|3|3|0|6|35|17.14|7|68|89.71|-------------|37|41|331|780|13|pacific|
det|-23|2|281|430|-149|10.68|87.67|4.08|44.02|18|3|1|2|4|39|10.26|14|68|79.41|-------------|30|53|254|577|13|central|
edm|-34|3|354|402|-48|6.78|85.57|4.46|47.06|5|3|1|3|15|62|24.19|10|66|84.85|-------------|24|58|312|663|13|northwest|
fla|69|3|522|193|329|17.43|88.60|1.69|63.11|35|16|2|1|23|65|35.38|10|62|83.87|-------------|91|22|402|637|13|southeast|
lak|-8|2|376|396|-20|12.23|86.36|4.15|46.85|10|9|0|2|10|65|15.38|14|51|72.55|-------------|46|54|342|730|13|pacific|
min|-33|3|267|377|-110|7.87|85.68|4.50|46.70|6|3|0|0|6|36|16.67|19|81|76.54|-------------|21|54|297|636|12|northwest|
mtl|13|2|401|311|90|11.47|89.39|2.54|55.40|7|6|2|0|14|81|17.28|9|59|84.75|-------------|46|33|400|722|13|northeast|
nas|37|4|416|302|114|14.90|91.72|1.92|52.51|26|7|1|1|15|80|18.75|9|57|84.21|-------------|62|25|376|716|13|central|
njd|64|4|514|224|290|16.54|90.63|1.62|57.52|26|9|1|1|22|75|29.33|7|44|84.09|-------------|85|21|417|725|13|atlantic|
ott|-3|3|387|370|17|9.30|89.46|3.00|49.28|3|3|1|3|6|58|10.34|7|56|87.50|-------------|36|39|340|690|13|atlantic|
phi|16|4|428|275|153|10.75|89.09|2.31|55.07|8|8|3|1|11|67|16.42|14|72|80.56|-------------|46|30|391|710|13|atlantic|
phx|-107|0|132|583|-451|3.79|80.79|8.62|28.55|0|2|0|3|2|45|4.44|22|70|68.57|-------------|5|112|197|690|13|northeast|
pit|-14|3|300|391|-91|12.33|86.96|3.92|49.93|5|3|5|0|14|68|20.59|15|71|78.87|-------------|37|51|373|747|13|atlantic|
nyi|48|4|406|348|58|17.98|92.82|1.92|54.17|24|9|1|1|33|77|42.86|4|52|92.31|-------------|73|25|377|696|13|pacific|
nyr|-60|1|136|581|-445|7.35|87.95|5.38|33.62|2|2|0|2|4|58|6.90|20|74|72.97|-------------|10|70|238|708|13|atlantic|
sjs|54|1|466|277|189|16.52|91.70|1.77|57.87|30|7|0|0|21|67|31.34|6|39|84.62|-------------|77|23|445|769|13|pacific|
stl|3|3|408|345|63|10.54|88.41|3.08|48.65|13|6|0|0|8|45|17.78|15|78|80.77|-------------|43|40|342|703|13|central|
tbl|-132|0|151|585|-434|1.99|76.92|10.38|35.29|0|1|0|6|1|39|2.56|45|96|53.13|-------------|3|135|246|697|13|southeast|
tor|21|0|403|327|76|12.41|91.13|2.23|52.14|11|6|1|0|8|58|13.79|11|68|83.82|-------------|50|29|377|723|13|northeast|
van|-15|3|267|424|-157|8.99|90.80|3.00|50.24|9|4|1|0|9|58|15.52|10|65|84.62|-------------|24|39|320|637|13|northwest|
was|-86|1|178|491|-313|3.93|81.06|7.15|39.05|1|0|0|3|3|59|5.08|18|77|76.62|-------------|7|93|271|694|13|southeast|

