1-2||Marin Bakalov|1|9|7|77.8|0|4.3|Carolina|car|19339743|60||min|08.07.2012
1-2||Hugo Kukučiak|1|55|43|78.2|0|5.2|Minnesota|min|21342258|60||car|08.07.2012
1-2||Hugo Kukučiak|1|46|39|84.8|0|6.0|Minnesota|min|21342258|60||car|07.07.2012
1-2||Dominik Vícha|1|7|6|85.7|0|4.4|Carolina|car|31365941|60||min|07.07.2012
1-2||Marin Bakalov|1|24|21|87.5|0|5.3|Carolina|car|19339743|60||bos|01.07.2012
1-2||Valio Wendelin|1|21|19|90.5|0|5.3|Phoenix|phx|27529605|60||min|01.07.2012
1-2||Yuriy Bakhvalov|1|31|26|83.9|0|5.1|Boston|bos|28500438|60||car|01.07.2012
1-2||Hugo Kukučiak|1|30|30|100|1|6.8|Minnesota|min|21342258|60||phx|01.07.2012
1-2||Yuriy Bakhvalov|1|44|35|79.5|0|5.1|Boston|bos|28500438|60||car|30.06.2012
1-2||Hugo Kukučiak|1|34|32|94.1|0|6.5|Minnesota|min|21342258|60||phx|30.06.2012
1-2||Dominik Vícha|1|23|19|82.6|0|5.0|Carolina|car|31365941|60||bos|30.06.2012
1-2||Valio Wendelin|1|24|19|79.2|0|4.5|Phoenix|phx|27529605|60||min|30.06.2012
1-2||Marin Bakalov|1|21|19|90.5|0|5.5|Carolina|car|19339743|60||wpg|24.06.2012
1-2||Wilhelm Olofsson|1|36|33|91.7|0|6.6|Florida|fla|16477287|60||bos|24.06.2012
1-2||Hugo Kukučiak|1|26|24|92.3|0|5.8|Minnesota|min|21342258|60||cgy|24.06.2012
1-2||Adam Miček|1|28|24|85.7|0|5.4|LA Kings|lak|26049920|60||phx|24.06.2012
1-2||Emidio Sabadini|1|47|37|78.7|0|5.2|Winnipeg|wpg|19302689|60||car|24.06.2012
1-2||Yuriy Bakhvalov|1|24|19|79.2|0|4.7|Boston|bos|28500438|60||fla|24.06.2012
1-2||Bazylis Bobel|1|23|20|87|0|5.1|Calgary|cgy|19525403|60||min|24.06.2012
1-2||Valio Wendelin|1|27|22|81.5|0|5.0|Phoenix|phx|27529605|60||lak|24.06.2012
1-2||Emidio Sabadini|1|50|47|94|0|7.6|Winnipeg|wpg|19302689|60||car|23.06.2012
1-2||Yuriy Bakhvalov|1|28|26|92.9|0|6.1|Boston|bos|28500438|60||fla|23.06.2012
1-2||Hugo Kukučiak|1|27|25|92.6|0|5.8|Minnesota|min|21342258|60||cgy|23.06.2012
1-2||Valio Wendelin|1|25|25|100|1|6.3|Phoenix|phx|27529605|60||lak|23.06.2012
1-2||Marin Bakalov|1|28|26|92.9|0|6.1|Carolina|car|19339743|60||wpg|23.06.2012
1-2||Wilhelm Olofsson|1|32|24|75|0|4.4|Florida|fla|16477287|60||bos|23.06.2012
1-1||Bazylis Bobel|1|32|29|90.6|0|5.8|Calgary|cgy|19525403|60||min|23.06.2012
1-2||Adam Miček|1|35|31|88.6|0|6.0|LA Kings|lak|26049920|60||phx|23.06.2012
1-2||Emidio Sabadini|1|30|27|90|0|6.0|Winnipeg|wpg|19302689|60||mtl|17.06.2012
1-2||Yuriy Bakhvalov|1|23|21|91.3|0|5.6|Boston|bos|28500438|60||nyi|17.06.2012
1-2||Marin Bakalov|1|19|19|100|1|5.9|Carolina|car|19339743|60||nyr|17.06.2012
1-2||Jaroslav Korček|1|30|27|90|0|5.8|Toronto|tor|23010996|60||nyr|17.06.2012
1-2||Hugo Kukučiak|1|26|24|92.3|0|6.0|Minnesota|min|21342258|60||col|17.06.2012
1-2||Glenn Gabriel|1|39|37|94.9|0|6.9|Vancouver|van|20860100|60||phx|17.06.2012
1-2||Vincenzo Benini|1|24|20|83.3|0|4.8|Detroit|det|18159167|60||cgy|17.06.2012
1-2||Ján Džogan|1|35|32|91.4|0|6.3|Nashville|nas|22670313|60||lak|17.06.2012
1-2||Milan Biloveský|1|33|27|81.8|0|5.0|Montreal|mtl|20220217|60||wpg|17.06.2012
1-2||Alexey Arkhireev|1|32|24|75|0|4.3|NY Islanders|nyi|30275894|60||bos|17.06.2012
1-2||Viesturs Zalcmanis|1|36|33|91.7|0|6.3|NY Rangers|nyr|27544641|60||car|17.06.2012
1-2||Wilhelm Olofsson|1|25|21|84|0|5.1|Florida|fla|16477287|60||tor|17.06.2012
1-2||Yaroslav Belyakov|1|32|29|90.6|0|5.8|Colorado|col|26900028|60||min|17.06.2012
1-2||Valio Wendelin|1|19|18|94.7|0|5.5|Phoenix|phx|27529605|60||van|17.06.2012
1-2||Bazylis Bobel|1|41|38|92.7|0|6.8|Calgary|cgy|19525403|60||det|17.06.2012
1-2||Adam Miček|1|26|25|96.2|0|6.0|LA Kings|lak|26049920|60||nas|17.06.2012
1-2||Emidio Sabadini|1|22|20|90.9|0|5.3|Winnipeg|wpg|19302689|60||mtl|16.06.2012
1-2||Yuriy Bakhvalov|1|16|16|100|1|5.6|Boston|bos|28500438|60||nyi|16.06.2012
1-2||Fernando Altorfer|1|42|34|81|0|5.3|NY Rangers|nyr|24142568|60||car|16.06.2012
1-2||Wilhelm Olofsson|1|29|28|96.6|0|6.4|Florida|fla|16477287|60||tor|16.06.2012
1-2||Hugo Kukučiak|1|16|13|81.3|0|4.8|Minnesota|min|21342258|60||col|16.06.2012
1-2||Valio Wendelin|1|13|12|92.3|0|5.0|Phoenix|phx|27529605|60||van|16.06.2012
1-2||Slavi Rangelov|1|27|22|81.5|0|4.9|Detroit|det|31655272|60||cgy|16.06.2012
1-2||Adam Miček|1|17|16|94.1|0|5.3|LA Kings|lak|26049920|60||nas|16.06.2012
1-2||Milan Biloveský|1|17|17|100|1|5.5|Montreal|mtl|20220217|60||wpg|16.06.2012
1-2||Alexey Arkhireev|1|38|29|76.3|0|4.7|NY Islanders|nyi|30275894|60||bos|16.06.2012
1-2||Marin Bakalov|1|20|17|85|0|4.9|Carolina|car|19339743|60||nyr|16.06.2012
1-2||Jaroslav Korček|1|38|36|94.7|0|6.7|Toronto|tor|23010996|60||nyr|16.06.2012
1-2||Yaroslav Belyakov|1|32|25|78.1|0|4.8|Colorado|col|26900028|60||min|16.06.2012
1-2||Glenn Gabriel|1|33|30|90.9|0|6.0|Vancouver|van|20860100|60||phx|16.06.2012
1-1||Bazylis Bobel|1|30|27|90|0|6.0|Calgary|cgy|19525403|60||det|16.06.2012
1-2||Ján Džogan|1|32|29|90.6|0|5.8|Nashville|nas|22670313|60||lak|16.06.2012
1-2||Marin Bakalov|1|19|19|100|1|5.9|Carolina|car|19339743|60||was|10.06.2012
1-2||Emidio Sabadini|1|36|32|88.9|0|6.3|Winnipeg|wpg|19302689|60||fla|10.06.2012
1-2||Carl Drake|1|30|28|93.3|0|6.0|Columbus|cbj|29726637|60||nas|10.06.2012
1-2||Michał Sutryk|1|35|32|91.4|0|6.3|St. Louis|stl|21523551|60||chi|10.06.2012
1-2||Vincenzo Benini|1|20|19|95|0|5.7|Detroit|det|18159167|60||tbl|10.06.2012
1-2||Alexey Arkhireev|1|20|16|80|0|4.8|NY Islanders|nyi|30275894|60||col|10.06.2012
1-2||Viesturs Zalcmanis|1|26|24|92.3|0|5.9|NY Rangers|nyr|27544641|60||cgy|10.06.2012
1-2||Hugo Kukučiak|1|11|11|100|1|5.2|Minnesota|min|21342258|60||pit|10.06.2012
1-2||Albrecht Pampúch|1|40|33|82.5|0|5.4|NJ Devils|njd|29535297|60||van|10.06.2012
1-2||Noel Newsome|1|9|9|100|0|4.9|Edmonton|edm|30118196|30.9666666667||phi|10.06.2012
2-2||Ēriks Rozītis|1|6|5|83.3|0|4.3|Edmonton|edm|30638404|29.0333333333||phi|10.06.2012
1-2||Valio Wendelin|1|34|31|91.2|0|6.1|Phoenix|phx|27529605|60||bos|10.06.2012
1-2||Milan Biloveský|1|26|24|92.3|0|5.7|Montreal|mtl|20220217|60||lak|10.06.2012
1-2||Etienne Dugas|1|41|36|87.8|0|6.1|Dallas|dal|26041188|60||tor|10.06.2012
1-2||Denis Možucha|1|24|18|75|0|4.3|Anaheim|ana|29627564|60||buf|10.06.2012
1-2||Elis Grubač|1|15|12|80|0|4.3|San Jose|sjs|30839050|23.8333333333||ott|10.06.2012
2-2||Patrick Zentriegen|1|24|21|87.5|0|5.3|San Jose|sjs|14045151|36.1666666667||ott|10.06.2012
1-2||Otto Tommila|1|27|24|88.9|0|5.4|Washington|was|18265448|60||car|10.06.2012
1-2||Wilhelm Olofsson|1|21|15|71.4|0|3.9|Florida|fla|16477287|60||wpg|10.06.2012
1-2||Ján Džogan|1|38|37|97.4|0|7.1|Nashville|nas|22670313|60||cbj|10.06.2012
1-2||Hans-Erik Nørgaard|1|28|24|85.7|0|5.3|Chicago|chi|21156671|60||stl|10.06.2012
1-2||Gatis Pakalns|1|15|11|73.3|0|4.0|Tampa Bay|tbl|27990891|16.75||det|10.06.2012
2-2||Esa Nyyssölä|1|37|32|86.5|0|5.9|Tampa Bay|tbl|23446864|43.25||det|10.06.2012
1-2||Yaroslav Belyakov|1|28|23|82.1|0|5.0|Colorado|col|26900028|60||nyi|10.06.2012
1-2||Bazylis Bobel|1|27|23|85.2|0|5.3|Calgary|cgy|19525403|60||nyr|10.06.2012
1-2||Jocelyn Thibault|1|49|43|87.8|0|6.6|Pittsburgh|pit|22385348|60||min|10.06.2012
1-2||Glenn Gabriel|1|15|14|93.3|0|5.2|Vancouver|van|20860100|60||njd|10.06.2012
1-2||Jaroslav Bajus|1|22|18|81.8|0|4.7|Philadelphia|phi|31640635|30.9666666667||edm|10.06.2012
2-2||Malthe Mølgaard|1|22|20|90.9|0|5.3|Philadelphia|phi|28335498|29.0333333333||edm|10.06.2012
1-2||Yuriy Bakhvalov|1|26|25|96.2|0|6.1|Boston|bos|28500438|60||phx|10.06.2012
1-2||Adam Miček|1|35|34|97.1|0|7.1|LA Kings|lak|26049920|60||mtl|10.06.2012
1-2||Jaroslav Korček|1|14|14|100|1|5.3|Toronto|tor|23010996|60||mtl|10.06.2012
1-2||Jaroslav Bednařík|1|29|25|86.2|0|5.6|Buffalo|buf|29623573|60||ana|10.06.2012
1-1||Bohumír Dlouhý|1|7|7|100|1|4.8|Ottawa|ott|29241980|60||sjs|10.06.2012
1-2||Emidio Sabadini|1|25|24|96|0|6.1|Winnipeg|wpg|19302689|60||chi|09.06.2012
1-2||Carl Drake|1|25|20|80|0|4.7|Columbus|cbj|29726637|54.1333333333||tbl|09.06.2012
2-2||Ross Atkinson|1|3|2|66.7|0|3.9|Columbus|cbj|30598910|5.86666666667||tbl|09.06.2012
1-2||Michał Sutryk|1|41|38|92.7|0|6.7|St. Louis|stl|21523551|60||was|09.06.2012
1-2||Slavi Rangelov|1|16|12|75|0|4.2|Detroit|det|31655272|40.25||fla|09.06.2012
2-2||Roman Bečan|1|14|8|57.1|0|3.4|Detroit|det|31743471|19.75||fla|09.06.2012
1-2||Marin Bakalov|1|21|19|90.5|0|5.5|Carolina|car|19339743|60||nas|09.06.2012
1-2||Jocelyn Thibault|1|38|34|89.5|0|6.0|Pittsburgh|pit|22385348|60||bos|09.06.2012
1-2||Viesturs Zalcmanis|1|15|14|93.3|0|5.2|NY Rangers|nyr|27544641|60||ott|09.06.2012
1-2||Milan Biloveský|1|29|24|82.8|0|4.9|Montreal|mtl|20220217|60||nyi|09.06.2012
1-2||Jaroslav Korček|1|5|5|100|1|4.7|Toronto|tor|23010996|60||nyi|09.06.2012
1-2||Jaroslav Bednařík|1|7|6|85.7|0|4.4|Buffalo|buf|29623573|60||phi|09.06.2012
1-2||Etienne Dugas|1|25|23|92|0|5.7|Dallas|dal|26041188|60||van|09.06.2012
1-2||Adam Miček|1|25|24|96|0|6.1|LA Kings|lak|26049920|60||cgy|09.06.2012
1-2||Elis Grubač|1|29|28|96.6|0|6.3|San Jose|sjs|30839050|60||edm|09.06.2012
1-2||Valio Wendelin|1|24|23|95.8|0|6.0|Phoenix|phx|27529605|60||col|09.06.2012
1-2||Gustavs Kļaviņš|1|17|15|88.2|0|4.9|Minnesota|min|18200201|60||ana|09.06.2012
1-2||Hans-Erik Nørgaard|1|30|24|80|0|4.8|Chicago|chi|21156671|60||wpg|09.06.2012
1-2||Gatis Pakalns|1|32|31|96.9|0|6.7|Tampa Bay|tbl|27990891|60||cbj|09.06.2012
1-2||Otto Tommila|1|15|12|80|0|4.4|Washington|was|18265448|60||stl|09.06.2012
1-2||Wilhelm Olofsson|1|20|18|90|0|5.4|Florida|fla|16477287|60||det|09.06.2012
1-2||Ján Džogan|1|12|8|66.7|0|3.9|Nashville|nas|22670313|14.5166666667||car|09.06.2012
2-2||Radoslav Zajko|1|38|29|76.3|0|4.8|Nashville|nas|31669640|45.4833333333||car|09.06.2012
1-1||Boris Ilyenko|1|10|8|80|0|4.3|Boston|bos|28337227|60||pit|09.06.2012
1-1||Bohumír Dlouhý|1|45|37|82.2|0|5.5|Ottawa|ott|29241980|60||nyr|09.06.2012
1-2||Alexey Arkhireev|1|34|30|88.2|0|5.9|NY Islanders|nyi|30275894|60||mtl|09.06.2012
1-2||Albrecht Pampúch|1|28|25|89.3|0|5.5|NJ Devils|njd|29535297|50.3166666667||tor|09.06.2012
2-2||František Miškanin|1|7|5|71.4|0|3.9|NJ Devils|njd|29565349|9.68333333333||tor|09.06.2012
1-2||Jaroslav Bajus|1|23|20|87|0|5.1|Philadelphia|phi|31640635|30.9333333333||buf|09.06.2012
2-2||Malthe Mølgaard|1|26|24|92.3|0|5.6|Philadelphia|phi|28335498|29.0666666667||buf|09.06.2012
1-2||Glenn Gabriel|1|29|27|93.1|0|6.0|Vancouver|van|20860100|60||dal|09.06.2012
1-1||Bazylis Bobel|1|24|23|95.8|0|5.9|Calgary|cgy|19525403|60||lak|09.06.2012
1-2||Noel Newsome|1|8|8|100|0|4.7|Edmonton|edm|30118196|30.8833333333||sjs|09.06.2012
2-2||Ēriks Rozītis|1|9|9|100|0|5.0|Edmonton|edm|30638404|29.1166666667||sjs|09.06.2012
1-2||Yaroslav Belyakov|1|41|39|95.1|0|7.0|Colorado|col|26900028|60||phx|09.06.2012
1-2||Denis Možucha|1|38|34|89.5|0|6.0|Anaheim|ana|29627564|60||min|09.06.2012
1-2||Marin Bakalov|1|24|19|79.2|0|4.7|Carolina|car|19339743|60||wpg|03.06.2012
1-2||Otto Tommila|1|18|15|83.3|0|4.5|Washington|was|18265448|60||tbl|03.06.2012
1-2||Michał Sutryk|1|35|34|97.1|0|7.0|St. Louis|stl|21523551|60||cbj|03.06.2012
1-2||Vincenzo Benini|1|15|15|100|1|5.5|Detroit|det|18159167|60||nas|03.06.2012
1-2||Wilhelm Olofsson|1|15|13|86.7|0|4.9|Florida|fla|16477287|60||chi|03.06.2012
1-2||Yuriy Bakhvalov|1|21|18|85.7|0|5.2|Boston|bos|28500438|60||col|03.06.2012
1-2||Milan Biloveský|1|24|23|95.8|0|6.0|Montreal|mtl|20220217|60||cgy|03.06.2012
1-2||Hugo Kukučiak|1|28|26|92.9|0|6.0|Minnesota|min|21342258|60||tor|03.06.2012
1-2||Jaroslav Bednařík|1|23|19|82.6|0|4.7|Buffalo|buf|29623573|60||van|03.06.2012
1-2||Noel Newsome|1|22|21|95.5|0|5.5|Edmonton|edm|30118196|31.9166666667||ott|03.06.2012
2-2||Ēriks Rozītis|1|16|12|75|0|4.1|Edmonton|edm|30638404|28.0833333333||ott|03.06.2012
1-2||Alexey Arkhireev|1|36|26|72.2|0|4.2|NY Islanders|nyi|30275894|60||phx|03.06.2012
1-2||Viesturs Zalcmanis|1|19|18|94.7|0|5.5|NY Rangers|nyr|27544641|60||lak|03.06.2012
1-2||Jocelyn Thibault|1|28|25|89.3|0|5.5|Pittsburgh|pit|22385348|60||dal|03.06.2012
1-2||Albrecht Pampúch|1|44|36|81.8|0|5.5|NJ Devils|njd|29535297|60||ana|03.06.2012
1-2||Elis Grubač|1|17|14|82.4|0|4.4|San Jose|sjs|30839050|24.6666666667||phi|03.06.2012
2-2||Patrick Zentriegen|1|12|10|83.3|0|4.4|San Jose|sjs|14045151|35.3333333333||phi|03.06.2012
1-2||Emidio Sabadini|1|26|25|96.2|0|6.1|Winnipeg|wpg|19302689|60||car|03.06.2012
1-2||Gatis Pakalns|1|35|33|94.3|0|6.6|Tampa Bay|tbl|27990891|60||was|03.06.2012
1-2||Carl Drake|1|23|18|78.3|0|4.6|Columbus|cbj|29726637|60||stl|03.06.2012
1-2||Ján Džogan|1|7|3|42.9|0|3.3|Nashville|nas|22670313|13.9333333333||det|03.06.2012
2-2||Radoslav Zajko|1|29|18|62.1|0|3.4|Nashville|nas|31669640|46.0666666667||det|03.06.2012
1-2||Hans-Erik Nørgaard|1|55|46|83.6|0|6.1|Chicago|chi|21156671|60||fla|03.06.2012
1-2||Yaroslav Belyakov|1|37|31|83.8|0|5.6|Colorado|col|26900028|60||bos|03.06.2012
1-2||Bazylis Bobel|1|28|21|75|0|4.3|Calgary|cgy|19525403|60||mtl|03.06.2012
1-2||Jonatán Pichlač|1|26|23|88.5|0|5.3|Toronto|tor|16825202|60||mtl|03.06.2012
1-2||Demeter Pillár|1|20|18|90|0|5.3|Vancouver|van|20123732|60||buf|03.06.2012
1-2||Srečko Alagič|1|22|21|95.5|0|5.9|Ottawa|ott|29035329|60||edm|03.06.2012
1-2||Valio Wendelin|1|20|18|90|0|5.3|Phoenix|phx|27529605|60||nyi|03.06.2012
1-2||Adam Miček|1|39|38|97.4|0|7.2|LA Kings|lak|26049920|60||nyr|03.06.2012
1-2||Etienne Dugas|1|20|18|90|0|5.2|Dallas|dal|26041188|60||pit|03.06.2012
1-2||Denis Možucha|1|16|16|100|1|5.4|Anaheim|ana|29627564|60||njd|03.06.2012
1-2||Jaroslav Bajus|1|14|14|100|0|5.3|Philadelphia|phi|31640635|30.0166666667||sjs|03.06.2012
2-2||Malthe Mølgaard|1|18|17|94.4|0|5.5|Philadelphia|phi|28335498|29.9833333333||sjs|03.06.2012
1-2||Hans-Erik Nørgaard|1|35|31|88.6|0|5.9|Chicago|chi|21156671|60||tbl|02.06.2012
1-2||Otto Tommila|1|23|22|95.7|0|5.9|Washington|was|18265448|60||cbj|02.06.2012
1-2||Michał Sutryk|1|31|24|77.4|0|4.7|St. Louis|stl|21523551|60||fla|02.06.2012
1-2||Slavi Rangelov|1|8|2|25|0|3.0|Detroit|det|31655272|16.15||car|02.06.2012
2-2||Roman Bečan|1|32|27|84.4|0|5.4|Detroit|det|31743471|43.85||car|02.06.2012
1-2||Emidio Sabadini|1|26|26|100|1|6.4|Winnipeg|wpg|19302689|60||nas|02.06.2012
1-2||Jocelyn Thibault|1|26|25|96.2|0|6.0|Pittsburgh|pit|22385348|60||ott|02.06.2012
1-2||Milan Biloveský|1|30|27|90|0|5.7|Montreal|mtl|20220217|60||nyr|02.06.2012
1-2||Jonatán Pichlač|1|20|20|100|1|6.0|Toronto|tor|16825202|60||nyr|02.06.2012
1-2||Albrecht Pampúch|1|29|26|89.7|0|5.6|NJ Devils|njd|29535297|50.8833333333||buf|02.06.2012
2-2||František Miškanin|1|7|6|85.7|0|4.1|NJ Devils|njd|29565349|9.11666666667||buf|02.06.2012
1-2||Yuriy Bakhvalov|1|4|4|100|1|4.5|Boston|bos|28500438|60||phi|02.06.2012
1-2||Adam Miček|1|27|26|96.3|0|6.3|LA Kings|lak|26049920|60||van|02.06.2012
1-2||Elis Grubač|1|9|6|66.7|0|3.9|San Jose|sjs|30839050|8.25||cgy|02.06.2012
2-2||Patrick Zentriegen|1|47|42|89.4|0|6.6|San Jose|sjs|14045151|51.75||cgy|02.06.2012
1-2||Valio Wendelin|1|10|10|100|1|5.1|Phoenix|phx|27529605|60||edm|02.06.2012
1-2||Yaroslav Belyakov|1|26|23|88.5|0|5.6|Colorado|col|26900028|60||ana|02.06.2012
1-2||Hugo Kukučiak|1|14|13|92.9|0|5.1|Minnesota|min|21342258|60||dal|02.06.2012
1-2||Gatis Pakalns|1|24|23|95.8|0|5.9|Tampa Bay|tbl|27990891|60||chi|02.06.2012
1-2||Carl Drake|1|39|37|94.9|0|6.9|Columbus|cbj|29726637|60||was|02.06.2012
1-2||Wilhelm Olofsson|1|12|11|91.7|0|5.0|Florida|fla|16477287|60||stl|02.06.2012
1-2||Marin Bakalov|1|28|26|92.9|0|6.1|Carolina|car|19339743|60||det|02.06.2012
1-2||Ján Džogan|1|7|3|42.9|0|3.3|Nashville|nas|22670313|7.75||wpg|02.06.2012
2-2||Radoslav Zajko|1|34|28|82.4|0|5.2|Nashville|nas|31669640|52.25||wpg|02.06.2012
1-2||Srečko Alagič|1|21|21|100|1|6.0|Ottawa|ott|29035329|60||pit|02.06.2012
1-2||Viesturs Zalcmanis|1|31|30|96.8|0|6.5|NY Rangers|nyr|27544641|60||mtl|02.06.2012
1-2||Alexey Arkhireev|1|10|9|90|0|4.4|NY Islanders|nyi|30275894|25.4333333333||tor|02.06.2012
2-2||Flórián Bozó|1|25|21|84|0|4.9|NY Islanders|nyi|16432009|34.5666666667||tor|02.06.2012
1-2||Jaroslav Bednařík|1|8|8|100|1|4.7|Buffalo|buf|29623573|60||njd|02.06.2012
1-2||Jaroslav Bajus|1|29|24|82.8|0|4.9|Philadelphia|phi|31640635|32.3166666667||bos|02.06.2012
