ana|50|2|494|263|231|13.56|93.54|1.31|51.58|13|4|3|2|17|82|20.73|3|38|92.11|-------------|67|17|375|727|13|pacific|
atl|-1|1|375|357|18|9.87|89.36|2.92|55.62|7|5|0|1|18|61|29.51|10|56|82.14|-------------|37|38|361|649|13|southeast|
bos|-38|0|236|479|-243|9.32|87.47|4.62|42.37|6|5|1|4|4|51|7.84|16|71|77.46|-------------|22|60|272|642|13|northeast|
buf|15|3|441|298|143|10.43|89.60|2.38|52.66|10|5|1|1|7|59|11.86|9|54|83.33|-------------|46|31|376|714|13|northeast|
cgy|-9|1|290|399|-109|10.69|89.97|3.08|44.24|11|2|3|0|8|36|22.22|15|79|81.01|-------------|31|40|307|694|13|northwest|
car|41|3|441|303|138|12.47|95.38|1.08|58.31|13|7|1|0|16|63|25.40|6|53|88.68|-------------|55|14|400|686|13|southeast|
chi|53|4|489|229|260|15.34|90.39|1.69|62.33|23|8|1|3|13|69|18.84|6|57|89.47|-------------|75|22|450|722|13|central|
col|38|6|464|239|225|11.42|93.72|1.15|54.01|16|6|1|0|14|81|17.28|4|45|91.11|-------------|53|15|404|748|13|northwest|
cbj|-46|0|252|503|-251|8.73|86.48|5.23|32.25|5|5|0|5|5|47|10.64|15|68|77.94|-------------|22|68|239|741|13|central|
dal|-59|1|214|489|-275|7.01|84.87|5.69|30.81|1|1|0|2|6|43|13.95|15|80|81.25|-------------|15|74|208|675|13|pacific|
det|24|5|428|297|131|10.05|93.60|1.46|57.00|10|8|0|1|15|62|24.19|10|71|85.92|-------------|43|19|387|679|13|central|
edm|41|6|429|279|150|11.89|96.42|0.77|60.03|13|3|1|0|16|72|22.22|6|47|87.23|-------------|51|10|404|673|13|northwest|
fla|43|3|466|276|190|13.30|93.12|1.46|58.21|15|12|5|0|5|38|13.16|8|75|89.33|-------------|62|19|365|627|13|southeast|
lak|-23|2|294|433|-139|10.54|87.53|4.15|38.14|1|4|0|3|8|57|14.04|9|58|84.48|-------------|31|54|267|700|13|pacific|
min|-33|1|306|416|-110|8.50|85.82|4.54|43.89|7|3|1|2|8|56|14.29|6|55|89.09|-------------|26|59|309|704|13|northwest|
mtl|-12|3|338|386|-48|7.10|90.67|2.77|45.29|3|2|0|3|7|78|8.97|7|54|87.04|-------------|24|36|293|647|13|northeast|
nas|22|3|355|373|-18|13.24|93.30|1.92|54.42|17|1|2|1|22|89|24.72|10|55|81.82|-------------|47|25|388|713|13|central|
njd|33|2|457|286|171|13.79|89.51|2.31|52.88|21|14|6|0|16|63|25.40|11|59|81.36|-------------|63|30|367|694|13|atlantic|
ott|16|4|383|285|98|9.92|92.28|1.69|51.19|15|5|1|0|12|56|21.43|1|55|98.18|-------------|38|22|365|713|13|atlantic|
phi|-76|0|209|458|-249|5.26|81.00|6.69|39.63|2|1|0|4|6|64|9.38|16|49|67.35|-------------|11|87|300|757|13|atlantic|
phx|10|1|379|350|29|11.61|90.29|2.62|51.57|12|2|1|0|13|70|18.57|8|64|87.50|-------------|44|34|328|636|13|northeast|
pit|-92|0|225|518|-293|3.11|80.89|7.62|44.38|1|3|2|4|1|50|2.00|28|96|70.83|-------------|7|99|288|649|13|atlantic|
nyi|55|7|429|271|158|15.38|95.94|0.85|57.43|17|13|3|1|18|70|25.71|3|49|93.88|-------------|66|11|367|639|13|pacific|
nyr|-47|1|281|469|-188|7.47|85.50|5.23|46.94|10|4|1|3|7|56|12.50|22|64|65.63|-------------|21|68|315|671|13|atlantic|
sjs|58|6|512|243|269|14.45|93.42|1.23|61.76|17|13|3|1|15|67|22.39|3|49|93.88|-------------|74|16|378|612|13|pacific|
stl|42|2|443|295|148|15.35|91.19|2.00|54.37|14|8|4|0|15|46|32.61|8|65|87.69|-------------|68|26|367|675|13|central|
tbl|8|3|426|340|86|9.86|90.00|2.62|58.28|8|6|0|1|8|65|12.31|13|61|78.69|-------------|42|34|380|652|13|southeast|
tor|-4|2|328|447|-119|9.76|91.95|2.77|49.10|8|1|4|0|5|55|9.09|10|70|85.71|-------------|32|36|355|723|13|northeast|
van|-36|0|283|431|-148|4.59|88.63|3.77|50.82|1|1|1|1|3|63|4.76|9|56|83.93|-------------|13|49|370|728|13|northwest|
was|-73|0|251|506|-255|10.76|80.24|7.69|43.29|13|8|1|4|6|57|10.53|27|73|63.01|-------------|27|100|258|596|13|southeast|

