59|Petr Kopecký|1|0|1|1|0|5.1|1||St. Louis|stl|11356445|0|0|2|0|phx|20.02.2011|
60|Patrik Olšiak|1|0|0|0|0|4.1|2||St. Louis|stl|25731961|0|0|2|0|phx|20.02.2011|
61|David Pokorný|1|0|0|0|-1|3.7|0||Florida|fla|13790674|0|0|4|0|njd|20.02.2011|
62|Mário Galgo|1|0|2|2|0|6.2|6||Florida|fla|17259198|0|0|0|0|njd|20.02.2011|
63|Oskar Záhorec|1|1|0|1|0|5.1|4||Florida|fla|9263934|0|1|4|1|njd|20.02.2011|
64|Rolando Portocarrero|1|1|0|1|0|5.2|3||Florida|fla|15377305|1|0|2|0|njd|20.02.2011|
65|Sam Short|1|0|1|1|1|5.6|3||Florida|fla|11815548|0|0|2|0|njd|20.02.2011|
66|Jan Melichar|1|0|1|1|1|5.5|2||Florida|fla|11957309|0|0|0|0|njd|20.02.2011|
67|Emil Jurak|1|0|0|0|1|4.6|0||Florida|fla|10317148|0|0|2|0|njd|20.02.2011|
68|František Šebek|1|0|0|0|0|4.2|1||Florida|fla|12433153|0|0|2|0|njd|20.02.2011|
69|Martin Budinský|1|0|0|0|0|4.0|0||Florida|fla|11724535|0|0|0|0|njd|20.02.2011|
70|Tomáš Košťál|1|0|0|0|0|4.2|3||Florida|fla|12660787|0|0|0|0|njd|20.02.2011|
71|Jan Březina|1|0|0|0|0|4.2|1||Florida|fla|11824605|0|0|0|0|njd|20.02.2011|
72|David Němec|1|0|0|0|0|4.1|1||Florida|fla|10767790|0|0|0|0|njd|20.02.2011|
73|Esa Tiitta|1|1|0|1|1|5.6|4||Florida|fla|17136295|0|1|2|0|njd|20.02.2011|
74|Jakub Šlechta|1|0|0|0|0|4.2|0||Florida|fla|12307840|0|0|0|0|njd|20.02.2011|
75|Medard Čajka|1|0|0|0|0|4.1|2||Florida|fla|12891339|0|0|0|0|njd|20.02.2011|
76|Artúr Konvický|1|1|0|1|-1|4.5|3||Ottawa|ott|16740904|1|0|0|1|car|20.02.2011|
77|David Kočí|1|0|1|1|-1|4.4|3||Ottawa|ott|16446189|0|0|0|0|car|20.02.2011|
78|Evgeniy Turkovskiy|1|0|1|1|-1|4.4|5||Ottawa|ott|16619763|0|0|2|0|car|20.02.2011|
79|Zhiraslau Lisavets|1|0|0|0|-1|3.5|3||Ottawa|ott|14066833|0|0|0|0|car|20.02.2011|
80|Heinz Häfele|1|0|0|0|-1|3.4|3||Ottawa|ott|16118091|0|0|0|0|car|20.02.2011|
81|Saku Laukkanen|1|0|0|0|-1|3.4|2||Ottawa|ott|14323486|0|0|0|0|car|20.02.2011|
82|Wayne Lemieux|1|0|0|0|0|3.8|0||Ottawa|ott|11808403|0|0|0|0|car|20.02.2011|
83|Lukáš Candrák|1|0|0|0|0|4.0|1||Ottawa|ott|13588504|0|0|0|0|car|20.02.2011|
84|Kirill Belousov|1|0|0|0|0|4.0|1||Ottawa|ott|26200011|0|0|0|0|car|20.02.2011|
85|Gašper Sodja|1|0|0|0|-1|3.4|0||Ottawa|ott|16373077|0|0|2|0|car|20.02.2011|
86|Ľudomil Tomáš|1|0|0|0|-1|3.4|1||Ottawa|ott|14945666|0|0|0|0|car|20.02.2011|
87|Kalanta Dailidonis|1|0|0|0|-1|3.5|0||Ottawa|ott|14144167|0|0|0|0|car|20.02.2011|
88|Martin Kadlec|1|0|0|0|-1|3.3|0||Ottawa|ott|16463644|0|0|0|0|car|20.02.2011|
89|Hugo Chytrý|1|0|0|0|0|3.8|1||Ottawa|ott|12518045|0|0|0|0|car|20.02.2011|
90|Pavol Žiak|1|0|0|0|0|3.9|2||Ottawa|ott|12897833|0|0|0|0|car|20.02.2011|
91|Bas Van Wijk|1|0|0|0|-1|3.5|2||San Jose|sjs|13821987|0|0|0|0|col|20.02.2011|
92|Branislav Pargáč|1|0|0|0|-1|3.4|3||San Jose|sjs|18127962|0|0|0|0|col|20.02.2011|
93|Piotr Bordzań|1|0|0|0|-1|3.3|2||San Jose|sjs|14142578|0|0|2|0|col|20.02.2011|
94|Víťazoslav Gažo|1|2|1|3|0|6.8|3||San Jose|sjs|16258865|2|0|0|1|col|20.02.2011|
95|Antonio Ramírez|1|2|0|2|0|5.8|3||San Jose|sjs|24535663|0|0|2|0|col|20.02.2011|
96|William Howe|1|0|0|0|0|3.8|0||San Jose|sjs|20293696|0|0|0|0|col|20.02.2011|
97|Hakon Iversen|1|0|0|0|1|4.3|1||San Jose|sjs|17624971|0|0|4|0|col|20.02.2011|
98|Oliver Kulich|1|0|1|1|1|5.4|2||San Jose|sjs|13383215|0|0|0|0|col|20.02.2011|
99|Pavol Dolinay|1|1|0|1|1|5.4|5||San Jose|sjs|18903730|0|0|0|0|col|20.02.2011|
100|Jakub Hak|1|0|0|0|-1|3.3|2||San Jose|sjs|17250066|0|0|0|0|col|20.02.2011|
101|Róbert Novákov|1|0|0|0|-1|3.3|0||San Jose|sjs|14053192|0|0|2|0|col|20.02.2011|
102|Alfredo Govantes|1|0|0|0|0|4.0|0||San Jose|sjs|16509556|0|0|0|0|col|20.02.2011|
103|Karl Oetliker|1|0|1|1|0|4.8|0||San Jose|sjs|12682000|0|0|0|0|col|20.02.2011|
104|Absalon Cioć|1|0|0|0|1|4.4|0||San Jose|sjs|14320712|0|0|2|0|col|20.02.2011|
105|Tomáš Holot|1|0|1|1|1|5.5|0||San Jose|sjs|20214557|0|0|0|0|col|20.02.2011|
106|Jarolím Kozelk|1|0|0|0|-3|2.4|3||Phoenix|phx|26902498|0|0|2|0|stl|20.02.2011|
107|Vladimír Tanyasi|1|0|0|0|-3|2.4|0||Phoenix|phx|27113210|0|0|0|0|stl|20.02.2011|
108|Viliam Beličák|1|0|0|0|-3|2.5|2||Phoenix|phx|27113113|0|0|2|0|stl|20.02.2011|
109|Roman Komzík|1|0|0|0|-2|2.8|0||Phoenix|phx|26349102|0|0|0|0|stl|20.02.2011|
110|Murtagh M´guire|1|0|0|0|-2|2.8|0||Phoenix|phx|26192345|0|0|0|0|stl|20.02.2011|
111|Adrians Meinarts|1|0|0|0|-2|3.0|0||Phoenix|phx|26209420|0|0|0|0|stl|20.02.2011|
112|Adolf Krajči|1|0|0|0|0|3.8|0||Phoenix|phx|27667103|0|0|0|0|stl|20.02.2011|
113|Emil Mörtl|1|0|0|0|0|3.8|0||Phoenix|phx|27665927|0|0|0|0|stl|20.02.2011|
114|Petr Matula|1|0|0|0|0|3.8|0||Phoenix|phx|26244383|0|0|2|0|stl|20.02.2011|
115|Willy Kleist|1|0|0|0|-3|2.4|2||Phoenix|phx|18198607|0|0|0|0|stl|20.02.2011|
116|Koloman Pridavec|1|0|0|0|-3|2.5|4||Phoenix|phx|19249870|0|0|2|0|stl|20.02.2011|
117|Victor Pettersson|1|0|0|0|-2|3.0|1||Phoenix|phx|19322613|0|0|0|0|stl|20.02.2011|
118|Dionýz Ochodnický|1|0|0|0|-2|2.8|0||Phoenix|phx|27985088|0|0|0|0|stl|20.02.2011|
119|Jakub Kostolanský|1|0|0|0|0|3.9|0||Phoenix|phx|27550005|0|0|0|0|stl|20.02.2011|
120|Martin Palencsár|1|0|0|0|0|3.9|1||Phoenix|phx|27231443|0|0|0|0|stl|20.02.2011|

